epsilon2	better_prob	prob_branch	mean_resolved	mean_closed_nn	mean_closed_nnHybrid	mean_closed_1Tree	mean_closed_subgradient	mean_total_time	mean_time_bb	mean_time_to_best	mean_bbnodes_before_best	mean_fixed_edges	mean_total_tree_level	mean_generate_bbnodes	mean_explored_bbnodes	mean_best_level	mean_prob_best	mean_best_value	mean_mandatory_edges	mean_forbidden_edges
0.1	0.4	0.5	100.0	2.0	90.0	0.0	8.0	0.011619045734405517	0.0010600799999999997	4.094e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.4	0.6	100.0	2.0	90.0	0.0	8.0	0.011600661277770995	0.0010427099999999999	4.1219999999999995e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.4	0.7	100.0	2.0	90.0	0.0	8.0	0.01190725564956665	0.00108698	4.3490000000000005e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.4	0.8	100.0	2.0	90.0	0.0	8.0	0.011441216468811036	0.0010883099999999999	5.581999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.4	0.9	100.0	2.0	90.0	0.0	8.0	0.011647443771362304	0.0010681600000000003	4.663e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.5	0.5	100.0	2.0	90.0	0.0	8.0	0.01225757360458374	0.0011613500000000004	4.5929999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.5	0.6	100.0	2.0	90.0	0.0	8.0	0.022206387519836425	0.0025087600000000005	0.00010315	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.5	0.7	100.0	2.0	90.0	0.0	8.0	0.01202601432800293	0.00110691	4.53e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.5	0.8	100.0	2.0	90.0	0.0	8.0	0.01163872480392456	0.0011056899999999999	4.2949999999999994e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.1	0.5	0.9	100.0	2.0	90.0	0.0	8.0	0.010931246280670166	0.0010872199999999996	5.495e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.1	0.5	100.0	2.0	90.0	0.0	8.0	0.01075697660446167	0.00112152	4.426e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.1	0.6	100.0	2.0	90.0	0.0	8.0	0.010715024471282959	0.0011298399999999996	4.565e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.1	0.7	100.0	2.0	90.0	0.0	8.0	0.01070286512374878	0.00111562	4.444e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.1	0.8	100.0	2.0	90.0	0.0	8.0	0.011111714839935304	0.0011390400000000002	4.404e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.1	0.9	100.0	2.0	90.0	0.0	8.0	0.010767040252685546	0.0011597000000000005	5.413999999999999e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.2	0.5	100.0	2.0	90.0	0.0	8.0	0.010674586296081543	0.0011393999999999998	5.024e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.2	0.6	100.0	2.0	90.0	0.0	8.0	0.011099147796630859	0.0011792399999999998	5.148000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.2	0.7	100.0	2.0	90.0	0.0	8.0	0.011044731140136719	0.0011530700000000004	4.5459999999999995e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.2	0.8	100.0	2.0	90.0	0.0	8.0	0.010840892791748047	0.0011182200000000003	4.4810000000000006e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.2	0.9	100.0	2.0	90.0	0.0	8.0	0.01080885887145996	0.0011725899999999998	5.5379999999999995e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.3	0.5	100.0	2.0	90.0	0.0	8.0	0.010539696216583253	0.0011047299999999995	4.151e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.3	0.6	100.0	2.0	90.0	0.0	8.0	0.010663933753967285	0.0011252499999999997	4.425999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.3	0.7	100.0	2.0	90.0	0.0	8.0	0.010446951389312745	0.0011043499999999996	4.518e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.3	0.8	100.0	2.0	90.0	0.0	8.0	0.013053371906280517	0.00153926	6.559e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.3	0.9	100.0	2.0	90.0	0.0	8.0	0.010666258335113525	0.00112933	5.3039999999999994e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.4	0.5	100.0	2.0	90.0	0.0	8.0	0.012346398830413819	0.0013298600000000004	5.0110000000000006e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.4	0.6	100.0	2.0	90.0	0.0	8.0	0.010844793319702149	0.0011212999999999996	4.641999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.4	0.7	100.0	2.0	90.0	0.0	8.0	0.010947811603546142	0.00114835	4.434e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.4	0.8	100.0	2.0	90.0	0.0	8.0	0.010668847560882568	0.0011512400000000004	4.5849999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.4	0.9	100.0	2.0	90.0	0.0	8.0	0.010836057662963867	0.0011751899999999998	4.809e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.5	0.5	100.0	2.0	90.0	0.0	8.0	0.010983493328094483	0.0011852899999999999	4.518999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.5	0.6	100.0	2.0	90.0	0.0	8.0	0.010824382305145264	0.0011196399999999999	4.771e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.5	0.7	100.0	2.0	90.0	0.0	8.0	0.01077533483505249	0.00113324	4.458999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.5	0.8	100.0	2.0	90.0	0.0	8.0	0.010756080150604247	0.0011029800000000001	4.5589999999999995e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.2	0.5	0.9	100.0	2.0	90.0	0.0	8.0	0.010742027759552002	0.0011959599999999996	5.423999999999999e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.1	0.5	100.0	2.0	90.0	0.0	8.0	0.010517237186431884	0.00112945	4.458999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.1	0.6	100.0	2.0	90.0	0.0	8.0	0.010726611614227295	0.0011606599999999998	4.924e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.1	0.7	100.0	2.0	90.0	0.0	8.0	0.01066352128982544	0.00107711	4.325999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.1	0.8	100.0	2.0	90.0	0.0	8.0	0.010741121768951416	0.0011399000000000001	4.426e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.1	0.9	100.0	2.0	90.0	0.0	8.0	0.010838367938995362	0.0011348400000000002	5.652000000000001e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.2	0.5	100.0	2.0	90.0	0.0	8.0	0.011390411853790283	0.0012051999999999998	4.894e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.2	0.6	100.0	2.0	90.0	0.0	8.0	0.010624468326568604	0.0011214699999999996	4.469000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.2	0.7	100.0	2.0	90.0	0.0	8.0	0.01073019504547119	0.0011188599999999995	4.4080000000000005e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.2	0.8	100.0	2.0	90.0	0.0	8.0	0.010387437343597412	0.0010868999999999996	4.2499999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.2	0.9	100.0	2.0	90.0	0.0	8.0	0.010777299404144286	0.0011655300000000001	5.424e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.3	0.5	100.0	2.0	90.0	0.0	8.0	0.010589017868041992	0.0011119200000000006	4.861e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.3	0.6	100.0	2.0	90.0	0.0	8.0	0.010781209468841552	0.00110518	4.429999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.3	0.7	100.0	2.0	90.0	0.0	8.0	0.010780336856842042	0.0010838999999999996	4.4139999999999994e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.3	0.8	100.0	2.0	90.0	0.0	8.0	0.010878760814666748	0.0011341300000000008	4.5449999999999993e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.3	0.9	100.0	2.0	90.0	0.0	8.0	0.010946249961853028	0.0011944799999999997	5.076999999999999e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.4	0.5	100.0	2.0	90.0	0.0	8.0	0.011704931259155274	0.0012517599999999998	4.536e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.4	0.6	100.0	2.0	90.0	0.0	8.0	0.011137924194335937	0.0011661200000000003	4.225e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.4	0.7	100.0	2.0	90.0	0.0	8.0	0.011368052959442139	0.00116966	5.3360000000000004e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.4	0.8	100.0	2.0	90.0	0.0	8.0	0.010566961765289307	0.0011248200000000001	4.396e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.4	0.9	100.0	2.0	90.0	0.0	8.0	0.011225600242614747	0.0011994399999999995	4.948e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.5	0.5	100.0	2.0	90.0	0.0	8.0	0.012473995685577393	0.0014506799999999998	5.450999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.5	0.6	100.0	2.0	90.0	0.0	8.0	0.010342521667480469	0.0010644999999999997	4.14e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.5	0.7	100.0	2.0	90.0	0.0	8.0	0.011504554748535156	0.00109713	4.6559999999999995e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.5	0.8	100.0	2.0	90.0	0.0	8.0	0.010988383293151856	0.0011723799999999998	4.747e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.3	0.5	0.9	100.0	2.0	90.0	0.0	8.0	0.010647075176239014	0.0011306599999999997	4.598e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.1	0.5	100.0	2.0	90.0	0.0	8.0	0.011115388870239258	0.0011744199999999998	4.860000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.1	0.6	100.0	2.0	90.0	0.0	8.0	0.011300084590911865	0.0012098100000000006	4.9139999999999994e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.1	0.7	100.0	2.0	90.0	0.0	8.0	0.009977138042449952	0.00101923	3.985e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.1	0.8	100.0	2.0	90.0	0.0	8.0	0.010673422813415528	0.0011225199999999997	4.5719999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.1	0.9	100.0	2.0	90.0	0.0	8.0	0.011214444637298584	0.0011512399999999996	5.451e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.2	0.5	100.0	2.0	90.0	0.0	8.0	0.010435712337493897	0.0011089399999999999	4.3049999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.2	0.6	100.0	2.0	90.0	0.0	8.0	0.010697314739227295	0.0010155	3.886999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.2	0.7	100.0	2.0	90.0	0.0	8.0	0.0104103684425354	0.0011256499999999997	4.9970000000000004e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.2	0.8	100.0	2.0	90.0	0.0	8.0	0.01039588451385498	0.0010282099999999995	4.216e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.2	0.9	100.0	2.0	90.0	0.0	8.0	0.01000478982925415	0.0010779099999999996	5.302e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.3	0.5	100.0	2.0	90.0	0.0	8.0	0.010493040084838867	0.0009999299999999998	3.897e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.3	0.6	100.0	2.0	90.0	0.0	8.0	0.010514507293701172	0.0011125299999999998	4.31e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.3	0.7	100.0	2.0	90.0	0.0	8.0	0.011018612384796143	0.00125278	5.0270000000000005e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.3	0.8	100.0	2.0	90.0	0.0	8.0	0.010269927978515624	0.0011040000000000002	4.919000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.3	0.9	100.0	2.0	90.0	0.0	8.0	0.011156866550445557	0.0011721399999999995	5.4380000000000005e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.4	0.5	100.0	2.0	90.0	0.0	8.0	0.011435608863830566	0.0012363600000000001	5.0860000000000004e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.4	0.6	100.0	2.0	90.0	0.0	8.0	0.011570353507995606	0.00118386	4.905e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.4	0.7	100.0	2.0	90.0	0.0	8.0	0.010470244884490967	0.00111423	4.9290000000000004e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.4	0.8	100.0	2.0	90.0	0.0	8.0	0.01100435972213745	0.0010878099999999994	4.261e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.4	0.9	100.0	2.0	90.0	0.0	8.0	0.011025953292846679	0.0011783000000000002	4.899e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.5	0.5	100.0	2.0	90.0	0.0	8.0	0.010973424911499023	0.0011729000000000002	4.6250000000000006e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.5	0.6	100.0	2.0	90.0	0.0	8.0	0.010352241992950439	0.0010803499999999997	4.189e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.5	0.7	100.0	2.0	90.0	0.0	8.0	0.01067026138305664	0.00101675	4.262e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.5	0.8	100.0	2.0	90.0	0.0	8.0	0.013377230167388916	0.0014765000000000004	6.411000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.4	0.5	0.9	100.0	2.0	90.0	0.0	8.0	0.01063915491104126	0.0011557199999999998	5.312e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.1	0.5	100.0	2.0	90.0	0.0	8.0	0.02338737726211548	0.0029212600000000006	0.00011722999999999999	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.1	0.6	100.0	2.0	90.0	0.0	8.0	0.023664276599884033	0.0029001499999999998	0.00011507000000000002	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.1	0.7	100.0	2.0	90.0	0.0	8.0	0.011199491024017334	0.00117952	4.6569999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.1	0.8	100.0	2.0	90.0	0.0	8.0	0.013789780139923095	0.0015094599999999994	6.116e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.1	0.9	100.0	2.0	90.0	0.0	8.0	0.010740838050842284	0.00117817	5.37e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.2	0.5	100.0	2.0	90.0	0.0	8.0	0.011243197917938232	0.0012537900000000005	5.738000000000001e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.2	0.6	100.0	2.0	90.0	0.0	8.0	0.011246833801269531	0.0012321400000000005	5.2329999999999995e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.2	0.7	100.0	2.0	90.0	0.0	8.0	0.010888195037841797	0.0011421399999999996	4.709e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.2	0.8	100.0	2.0	90.0	0.0	8.0	0.010756690502166748	0.0011696000000000005	4.55e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.2	0.9	100.0	2.0	90.0	0.0	8.0	0.010822935104370117	0.00115839	4.715000000000001e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.3	0.5	100.0	2.0	90.0	0.0	8.0	0.011172935962677003	0.0011837100000000006	5.155e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.3	0.6	100.0	2.0	90.0	0.0	8.0	0.01057255744934082	0.00113133	4.5910000000000006e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.3	0.7	100.0	2.0	90.0	0.0	8.0	0.011414365768432617	0.0012394800000000005	5.5849999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.3	0.8	100.0	2.0	90.0	0.0	8.0	0.011262631416320801	0.00122643	4.849999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.3	0.9	100.0	2.0	90.0	0.0	8.0	0.011052465438842774	0.0012372599999999998	6.006e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.4	0.5	100.0	2.0	90.0	0.0	8.0	0.01144254207611084	0.0012438000000000004	4.777e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.4	0.6	100.0	2.0	90.0	0.0	8.0	0.010980370044708252	0.0011912400000000003	4.785999999999999e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.4	0.7	100.0	2.0	90.0	0.0	8.0	0.01132206678390503	0.0012078	4.383e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.4	0.8	100.0	2.0	90.0	0.0	8.0	0.01107241153717041	0.0011885200000000002	4.652e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.4	0.9	100.0	2.0	90.0	0.0	8.0	0.011053464412689208	0.0012046700000000001	5.743999999999999e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.5	0.5	100.0	2.0	90.0	0.0	8.0	0.010769293308258057	0.0012021900000000001	4.564e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.5	0.6	100.0	2.0	90.0	0.0	8.0	0.010782833099365235	0.0011209499999999997	5.117e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.5	0.7	100.0	2.0	90.0	0.0	8.0	0.01112905502319336	0.0011699400000000004	4.37e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.5	0.8	100.0	2.0	90.0	0.0	8.0	0.011109890937805176	0.0012269000000000006	5.3099999999999996e-05	0.13	87.81	1.22	2.7	2.13	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
0.5	0.5	0.9	100.0	2.0	90.0	0.0	8.0	0.011119687557220459	0.0012201600000000003	5.264e-05	0.14	88.14	1.23	2.74	2.17	0.12	0.9775590899999999	3.806726020000001	0.25	5.82
