n=26;
[110.0, 95.0, 58.0, 88.0, 82.0, 90.0, 71.0, 75.0, 39.0, 20.0, 0.0, 18.0, 11.0, 27.0, 32.0, 42.0, 61.0, 80.0, 64.0, 77.0, 68.0, 92.0, 140.0, 190.0, 116.0, 103.0, ]
[98.0, 98.0, 64.0, 100.0, 95.0, 103.0, 88.0, 92.0, 56.0, 36.0, 18.0, 0.0, 11.0, 34.0, 31.0, 56.0, 63.0, 85.0, 75.0, 87.0, 62.0, 83.0, 129.0, 178.0, 100.0, 99.0, ]
[99.0, 89.0, 54.0, 89.0, 84.0, 92.0, 77.0, 83.0, 47.0, 26.0, 11.0, 11.0, 0.0, 23.0, 24.0, 53.0, 68.0, 89.0, 74.0, 87.0, 71.0, 93.0, 140.0, 189.0, 111.0, 107.0, ]
[95.0, 68.0, 31.0, 66.0, 62.0, 71.0, 63.0, 76.0, 40.0, 20.0, 27.0, 34.0, 23.0, 0.0, 15.0, 62.0, 87.0, 106.0, 87.0, 100.0, 93.0, 116.0, 163.0, 212.0, 132.0, 130.0, ]
[81.0, 67.0, 36.0, 76.0, 74.0, 82.0, 78.0, 91.0, 55.0, 34.0, 32.0, 31.0, 24.0, 15.0, 0.0, 73.0, 92.0, 112.0, 96.0, 109.0, 93.0, 113.0, 158.0, 205.0, 122.0, 130.0, ]
[152.0, 127.0, 86.0, 102.0, 93.0, 100.0, 66.0, 54.0, 37.0, 43.0, 42.0, 56.0, 53.0, 62.0, 73.0, 0.0, 44.0, 54.0, 26.0, 39.0, 68.0, 94.0, 144.0, 196.0, 139.0, 95.0, ]
[159.0, 156.0, 117.0, 142.0, 133.0, 141.0, 110.0, 98.0, 78.0, 74.0, 61.0, 63.0, 68.0, 87.0, 92.0, 44.0, 0.0, 22.0, 34.0, 38.0, 30.0, 53.0, 102.0, 154.0, 109.0, 51.0, ]
[181.0, 175.0, 135.0, 156.0, 146.0, 153.0, 119.0, 103.0, 91.0, 91.0, 80.0, 85.0, 89.0, 106.0, 112.0, 54.0, 22.0, 0.0, 33.0, 29.0, 46.0, 64.0, 107.0, 157.0, 125.0, 51.0, ]
[172.0, 152.0, 112.0, 127.0, 117.0, 124.0, 88.0, 70.0, 62.0, 68.0, 64.0, 75.0, 74.0, 87.0, 96.0, 26.0, 34.0, 33.0, 0.0, 13.0, 63.0, 87.0, 135.0, 186.0, 141.0, 81.0, ]
[185.0, 165.0, 125.0, 139.0, 128.0, 135.0, 98.0, 78.0, 74.0, 82.0, 77.0, 87.0, 87.0, 100.0, 109.0, 39.0, 38.0, 29.0, 13.0, 0.0, 68.0, 90.0, 136.0, 186.0, 148.0, 79.0, ]
[147.0, 160.0, 124.0, 155.0, 148.0, 156.0, 130.0, 122.0, 96.0, 86.0, 68.0, 62.0, 71.0, 93.0, 93.0, 68.0, 30.0, 46.0, 63.0, 68.0, 0.0, 26.0, 77.0, 128.0, 80.0, 37.0, ]
[157.0, 180.0, 147.0, 180.0, 173.0, 181.0, 156.0, 148.0, 122.0, 111.0, 92.0, 83.0, 93.0, 116.0, 113.0, 94.0, 53.0, 64.0, 87.0, 90.0, 26.0, 0.0, 50.0, 102.0, 65.0, 27.0, ]
[185.0, 223.0, 193.0, 228.0, 222.0, 230.0, 206.0, 198.0, 172.0, 160.0, 140.0, 129.0, 140.0, 163.0, 158.0, 144.0, 102.0, 107.0, 135.0, 136.0, 77.0, 50.0, 0.0, 51.0, 64.0, 58.0, ]
[220.0, 268.0, 241.0, 278.0, 272.0, 280.0, 257.0, 250.0, 223.0, 210.0, 190.0, 178.0, 189.0, 212.0, 205.0, 196.0, 154.0, 157.0, 186.0, 186.0, 128.0, 102.0, 51.0, 0.0, 93.0, 107.0, ]
[127.0, 179.0, 157.0, 197.0, 194.0, 202.0, 188.0, 188.0, 155.0, 136.0, 116.0, 100.0, 111.0, 132.0, 122.0, 139.0, 109.0, 125.0, 141.0, 148.0, 80.0, 65.0, 64.0, 93.0, 0.0, 90.0, ]
[181.0, 197.0, 161.0, 190.0, 182.0, 190.0, 160.0, 148.0, 128.0, 121.0, 103.0, 99.0, 107.0, 130.0, 130.0, 95.0, 51.0, 51.0, 81.0, 79.0, 37.0, 27.0, 58.0, 107.0, 90.0, 0.0, ]
];
