n=29;
[283.0, 254.0, 491.0, 117.0, 319.0, 351.0, 202.0, 272.0, 365.0, 159.0, 0.0, 404.0, 176.0, 106.0, 79.0, 161.0, 165.0, 141.0, 95.0, 187.0, 254.0, 103.0, 279.0, 215.0, 117.0, 359.0, 216.0, 308.0, 322.0, ]
[133.0, 180.0, 312.0, 287.0, 112.0, 55.0, 439.0, 193.0, 89.0, 220.0, 404.0, 0.0, 210.0, 384.0, 325.0, 279.0, 415.0, 349.0, 285.0, 217.0, 138.0, 428.0, 310.0, 200.0, 354.0, 169.0, 241.0, 112.0, 238.0, ]
[113.0, 101.0, 280.0, 79.0, 163.0, 157.0, 235.0, 131.0, 209.0, 57.0, 176.0, 210.0, 0.0, 186.0, 117.0, 75.0, 231.0, 165.0, 81.0, 85.0, 92.0, 230.0, 184.0, 74.0, 150.0, 208.0, 104.0, 158.0, 206.0, ]
[297.0, 234.0, 391.0, 107.0, 322.0, 331.0, 254.0, 302.0, 368.0, 149.0, 106.0, 384.0, 186.0, 0.0, 69.0, 191.0, 59.0, 35.0, 125.0, 167.0, 255.0, 44.0, 309.0, 245.0, 169.0, 327.0, 246.0, 335.0, 288.0, ]
[228.0, 175.0, 412.0, 38.0, 240.0, 272.0, 210.0, 233.0, 286.0, 80.0, 79.0, 325.0, 117.0, 69.0, 0.0, 122.0, 122.0, 56.0, 56.0, 108.0, 175.0, 113.0, 240.0, 176.0, 125.0, 280.0, 177.0, 266.0, 243.0, ]
[129.0, 176.0, 349.0, 121.0, 232.0, 226.0, 187.0, 98.0, 278.0, 132.0, 161.0, 279.0, 75.0, 191.0, 122.0, 0.0, 244.0, 178.0, 66.0, 160.0, 161.0, 235.0, 118.0, 62.0, 92.0, 277.0, 55.0, 155.0, 275.0, ]
[348.0, 265.0, 422.0, 152.0, 314.0, 362.0, 313.0, 344.0, 360.0, 193.0, 165.0, 415.0, 231.0, 59.0, 122.0, 244.0, 0.0, 66.0, 178.0, 198.0, 286.0, 77.0, 362.0, 287.0, 228.0, 358.0, 299.0, 380.0, 319.0, ]
[276.0, 199.0, 356.0, 86.0, 287.0, 296.0, 266.0, 289.0, 333.0, 127.0, 141.0, 349.0, 165.0, 35.0, 56.0, 178.0, 66.0, 0.0, 112.0, 132.0, 220.0, 79.0, 296.0, 232.0, 181.0, 292.0, 233.0, 314.0, 253.0, ]
[188.0, 182.0, 355.0, 68.0, 238.0, 232.0, 154.0, 177.0, 284.0, 100.0, 95.0, 285.0, 81.0, 125.0, 56.0, 66.0, 178.0, 112.0, 0.0, 128.0, 167.0, 169.0, 179.0, 120.0, 69.0, 283.0, 121.0, 213.0, 281.0, ]
[150.0, 67.0, 204.0, 70.0, 155.0, 164.0, 282.0, 216.0, 201.0, 28.0, 187.0, 217.0, 85.0, 167.0, 108.0, 160.0, 198.0, 132.0, 128.0, 0.0, 88.0, 211.0, 269.0, 159.0, 197.0, 172.0, 189.0, 182.0, 135.0, ]
[65.0, 42.0, 182.0, 137.0, 65.0, 85.0, 321.0, 141.0, 111.0, 95.0, 254.0, 138.0, 92.0, 255.0, 175.0, 161.0, 286.0, 220.0, 167.0, 88.0, 0.0, 299.0, 229.0, 104.0, 236.0, 110.0, 149.0, 97.0, 108.0, ]
[341.0, 278.0, 435.0, 151.0, 366.0, 375.0, 298.0, 346.0, 412.0, 193.0, 103.0, 428.0, 230.0, 44.0, 113.0, 235.0, 77.0, 79.0, 169.0, 211.0, 299.0, 0.0, 353.0, 289.0, 213.0, 371.0, 290.0, 379.0, 332.0, ]
[184.0, 271.0, 417.0, 239.0, 300.0, 249.0, 168.0, 108.0, 321.0, 241.0, 279.0, 310.0, 184.0, 309.0, 240.0, 118.0, 362.0, 296.0, 179.0, 269.0, 229.0, 353.0, 0.0, 121.0, 162.0, 345.0, 80.0, 189.0, 342.0, ]
[67.0, 146.0, 292.0, 135.0, 175.0, 147.0, 249.0, 57.0, 221.0, 131.0, 215.0, 200.0, 74.0, 245.0, 176.0, 62.0, 287.0, 232.0, 120.0, 159.0, 104.0, 289.0, 121.0, 0.0, 154.0, 220.0, 41.0, 93.0, 218.0, ]
[221.0, 251.0, 424.0, 137.0, 307.0, 301.0, 95.0, 190.0, 353.0, 169.0, 117.0, 354.0, 150.0, 169.0, 125.0, 92.0, 228.0, 181.0, 69.0, 197.0, 236.0, 213.0, 162.0, 154.0, 0.0, 352.0, 147.0, 247.0, 350.0, ]
[169.0, 105.0, 116.0, 242.0, 57.0, 118.0, 437.0, 245.0, 72.0, 200.0, 359.0, 169.0, 208.0, 327.0, 280.0, 277.0, 358.0, 292.0, 283.0, 172.0, 110.0, 371.0, 345.0, 220.0, 352.0, 0.0, 265.0, 178.0, 39.0, ]
[108.0, 191.0, 337.0, 165.0, 220.0, 188.0, 190.0, 43.0, 266.0, 161.0, 216.0, 241.0, 104.0, 246.0, 177.0, 55.0, 299.0, 233.0, 121.0, 189.0, 149.0, 290.0, 80.0, 41.0, 147.0, 265.0, 0.0, 124.0, 263.0, ]
[45.0, 139.0, 273.0, 228.0, 121.0, 60.0, 314.0, 81.0, 132.0, 189.0, 308.0, 112.0, 158.0, 335.0, 266.0, 155.0, 380.0, 314.0, 213.0, 182.0, 97.0, 379.0, 189.0, 93.0, 247.0, 178.0, 124.0, 0.0, 199.0, ]
[167.0, 79.0, 77.0, 205.0, 97.0, 185.0, 435.0, 243.0, 111.0, 163.0, 322.0, 238.0, 206.0, 288.0, 243.0, 275.0, 319.0, 253.0, 281.0, 135.0, 108.0, 332.0, 342.0, 218.0, 350.0, 39.0, 263.0, 199.0, 0.0, ]
];
